Brand,Item #,Description,Bricklink ID ,Department,Sub Department ,BAM Category ,Theme,Long Description,Primary Vendor,Launch,Retirement Date,Sell On Shopify,Shopify Tags,Active?,MSRP,Default Cost,Current price ,Taxable,UPC,Height,Width,Depth,Weight,Weight in oz,Image 1,Image 2,Image 3,
LEGO®,2304,2304 Large Green Building Plate,2304-1,New Sets,Retired New In Box,Boxed Set,DUPLO My First,"1 Pcs., For ages 1.5-5",ToyHouse,02/01/1992,Retired,Yes,"1992, February, NIB, DUPLOMyFirst",TRUE,$14.99,$10.58,$14.99,Yes,673419274166,15.16,15.55,0.24,0.58,9.28,,,,
LEGO®,30554,30554 Cinderella Mini Castle,30554-1,New Sets,Retired New In Box,Polybag/Paper Bag ,Polybags,"43 Pcs., For ages 5+",ToyHouse,01/01/2002,Retired,Yes,"2002, January, NIB, Polybags",TRUE,$4.99,$4.10,$4.99,Yes,673419322119,6.69,6.69,0.41,0.08,1.28,,,,
LEGO®,8870,8870 Power Functions Light,8870-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"1 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$6.49,$4.73,$6.49,Yes,673419243865,4.69,5.43,0.39,0.03,0.48,,,,
LEGO®,8879,8879 Power Functions IR Speed Remote Control,8879-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"1 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$12.99,$9.48,$12.99,Yes,673419137072,3.78,3.15,1.18,0.19,3.04,,,,
LEGO®,8881,8881 Power Functions Battery Box,8881-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"1 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$6.99,$5.10,$6.99,Yes,673419243872,5.91,5.91,1.77,0.14,2.24,,,,
LEGO®,8882,8882 Power Functions XL-Motor,8882-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"1 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$9.99,$7.29,$9.99,Yes,673419243889,5.51,4.33,1.77,0.16,2.56,,,,
LEGO®,8883,8883 Power Functions M-Motor,8883-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"1 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$7.49,$5.46,$7.49,Yes,673419243896,5.51,4.33,1.77,0.08,1.28,,,,
LEGO®,8884,8884 Power Functions IR RX,8884-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"1 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$14.99,$10.94,$14.99,Yes,673419243902,5.51,4.33,0.45,0.05,0.8,,,,
LEGO®,8885,8885 Power Functions IR TX,8885-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"1 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$9.49,$6.92,$9.49,Yes,673419243919,5.91,5.91,1.77,0.11,1.76,,,,
LEGO®,88000,88000 Power Functions AAA Battery Box,88000-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"1 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$12.99,$9.48,$12.99,Yes,673419148283,5.91,5.91,1.34,0.11,1.76,,,,
LEGO®,88002,88002 Power Functions Train Motor,88002-1,New Sets,Retired New In Box,Boxed Set ,LEGO Power Functions,"7 Pcs., For ages 7+",ToyHouse,03/22/2011,Retired,Yes,"2011, March, NIB, LEGOFunctions",TRUE,$13.99,$10.21,$13.99,Yes,673419148290,4.33,1.97,1.34,0.15,2.4,,,,
LEGO®,31313,31313 MINDSTORMS EV3,31313-1,New Sets,Retired New In Box,Boxed Set,MINDSTORMS,"601 Pcs., For ages 10+",ToyHouse,09/01/2013,Retired,Yes,"2013, September, NIB, MINDSTORMS",TRUE,$349.99,$262.49,$349.99,Yes,673419193054,18.9,14.88,2.78,3.96,63.36,,,,
LEGO®,10572,10572 All-in-One-Box-of-Fun,10572-1,New Sets,Retired New In Box,Boxed Set,DUPLO My First,"65 Pcs., For ages 1.5-5",ToyHouse,03/01/2014,Retired,Yes,"2014, March, NIB, DUPLOMyFirst",TRUE,$29.99,$22.49,$29.99,Yes,673419207522,14.55,7.05,7.09,2.34,37.44,,,,
LEGO®,10692,10692 Creative Bricks,10692-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"221 Pcs., For ages 4-99",ToyHouse,01/01/2015,12/31/2022,Yes,"2015, January, NIB, LEGOClassic",TRUE,$16.99,$12.00,$16.99,Yes,673419232890,7.09,6.46,7.09,0.99,15.84,,,,
LEGO®,10696,10696 Medium Creative Brick Box,10696-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"484 Pcs., For ages 4-99",ToyHouse,01/01/2015,7/31/2024,Yes,"2015, January, NIB, LEGOClassic",TRUE,$34.99,$24.71,$34.99,Yes,673419233590,14.55,7.05,7.09,2.29,36.64,,,,
LEGO®,10698,10698 Large Creative Brick Box,10698-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"790 Pcs., For ages 4-99",ToyHouse,01/01/2015,7/31/2024,Yes,"2015, January, NIB, LEGOClassic",TRUE,$59.99,$42.37,$59.99,Yes,673419233606,14.57,10.32,7.09,3.53,56.48,,,,
LEGO®,10700,10700 Green Baseplate,10700-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"1 Pcs., For ages 4-99",ToyHouse,01/01/2015,Retired,Yes,"2015, January, NIB, LEGOClassic",TRUE,$7.99,$5.64,$7.99,Yes,673419232845,10.24,12.13,0.12,0.23,3.68,,,,
LEGO®,10701,10701 Gray Baseplate,10701-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"1 Pcs., For ages 4-99",ToyHouse,01/01/2015,Retired,Yes,"2015, January, NIB, LEGOClassic",TRUE,$14.99,$10.58,$14.99,Yes,673419233750,15.24,17.24,0.12,0.49,7.84,,,,
LEGO®,10597,10597 Mickey & Minnie Birthday Parade,10597-1,New Sets,Retired New In Box,Boxed Set,DUPLO Disney,"24 Pcs., For ages 2-5",ToyHouse,08/01/2015,Retired,Yes,"2015, August, NIB, DUPLODisney",TRUE,$24.99,$20.59,$24.99,Yes,673419232630,13.94,7.52,3.58,1.02,16.32,,,,
LEGO®,21028,21028 New York City,21028-1,New Sets,Retired New In Box,Boxed Set,LEGO Architecture,"598 Pcs., For ages 12+",ToyHouse,01/01/2016,Retired,Yes,"2016, January, NIB, LEGOArchitecture",TRUE,$59.99,$48.30,$59.99,Yes,673419247160,10.32,7.52,2.4,1.58,25.28,,,,
LEGO®,10812,10812 Truck & Tracked Excavator,10812-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"26 Pcs., For ages 2-5",ToyHouse,08/01/2016,Retired,Yes,"2016, August, NIB, DUPLOTown",TRUE,$19.99,$14.99,$19.99,Yes,673419250740,11.1,10.32,3.76,1.44,23.04,,,,
LEGO®,31058,31058 Mighty Dinosaurs,31058-1,New Sets,Retired New In Box,Boxed Set,LEGO Creator,"174 Pcs., For ages 7-12",ToyHouse,01/01/2017,12/31/2022,Yes,"2017, January, NIB, LEGOCreator",TRUE,$14.99,$10.58,$14.99,Yes,673419266482,10.32,5.55,1.89,0.52,8.32,,,,
LEGO®,10847,10847 Number Train,10847-1,New Sets,Retired New In Box,Boxed Set,DUPLO My First,"23 Pcs., For ages 1.5-3",ToyHouse,01/01/2017,Retired,Yes,"2017, January, NIB, DUPLOMyFirst",TRUE,$19.99,$14.11,$19.99,Yes,673419265423,13.94,7.52,3.58,1.2,19.2,,,,
LEGO®,60139,60139 Mobile Command Center,60139-1,New Sets,Retired New In Box,Boxed Set,City Police,"374 Pcs., For ages 6-12",ToyHouse,01/01/2017,Retired,Yes,"2017, January, NIB, CityPolice",TRUE,$49.99,$38.84,$49.99,Yes,673419263832,15.04,10.32,2.78,1.7,27.2,,,,
LEGO®,21034,21034 London,21034-1,New Sets,Retired New In Box,Boxed Set,LEGO Architecture,"468 Pcs., For ages 12+",ToyHouse,01/01/2017,Retired,Yes,"2017, January, NIB, LEGOArchitecture",TRUE,$39.99,$28.24,$39.99,Yes,673419264419,10.32,7.52,2.4,1.37,21.92,,,,
LEGO®,10840,10840 Big Fair,10840-1,New Sets,Retired New In Box,Boxed Set,DUPLO Land,"106 Pcs., For ages 2-5",ToyHouse,06/01/2017,Retired,Yes,"2017, June, NIB, DUPLOLand",TRUE,$79.99,$56.49,$79.99,Yes,673419267694,,,,,0,,,,
LEGO®,17101,17101 Creative Toolbox,17101-1,New Sets,Retired New In Box,Boxed Set,BOOST,"847 Pcs., For ages 7-12",ToyHouse,08/01/2017,12/31/2022,Yes,"2017, August, NIB, BOOST",TRUE,$159.99,$131.83,$159.99,Yes,673419272292,21.26,11.1,3.58,3.05,48.8,,,,
LEGO®,10713,10713 Creative Suitcase,10713-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"213 Pcs., For ages 4-99",ToyHouse,01/01/2018,12/31/2024,Yes,"2018, January, NIB, LEGOClassic",TRUE,$19.99,$15.53,$19.99,Yes,673419282895,11.22,10.32,2.52,1.86,29.76,,,,
LEGO®,10871,10871 Airport,10871-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"29 Pcs., For ages 2-5",ToyHouse,01/01/2018,Retired,Yes,"2018, January, NIB, DUPLOTown",TRUE,$24.99,$17.65,$24.99,Yes,673419283977,11.1,10.32,4.65,1.46,23.36,,,,
LEGO®,10714,10714 Blue Baseplate,10714-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"1 Pcs., For ages 4-99",ToyHouse,01/01/2018,Retired,Yes,"2018, January, NIB, LEGOClassic",TRUE,$7.99,$5.64,$7.99,Yes,673419283380,10.24,10.43,0.12,0.22,3.52,,,,
LEGO®,21039,21039 Shanghai,21039-1,New Sets,Retired New In Box,Boxed Set,LEGO Architecture,"597 Pcs., For ages 12+",ToyHouse,01/01/2018,Retired,Yes,"2018, January, NIB, LEGOArchitecture",TRUE,$59.99,$42.37,$59.99,Yes,673419283342,10.32,7.52,2.84,1.46,23.36,,,,
LEGO®,21140,21140 The Chicken Coop,21140-1,New Sets,Retired New In Box,Boxed Set,Minecraft,"198 Pcs., For ages 7-14",ToyHouse,01/01/2018,Retired,Yes,"2018, January, NIB, Minecraft",TRUE,$19.99,$16.47,$19.99,Yes,673419281379,10.32,7.52,2.4,0.8,12.8,,,,
LEGO®,21141,21141 The Zombie Cave,21141-1,New Sets,Retired New In Box,Boxed Set,Minecraft,"241 Pcs., For ages 7-14",ToyHouse,01/01/2018,Retired,Yes,"2018, January, NIB, Minecraft",TRUE,$19.99,$16.47,$19.99,Yes,673419281539,10.32,7.52,2.4,0.86,13.76,,,,
LEGO®,21143,21143 The Nether Portal,21143-1,New Sets,Retired New In Box,Boxed Set,Minecraft,"470 Pcs., For ages 8+",ToyHouse,01/01/2018,Retired,Yes,"2018, January, NIB, Minecraft",TRUE,$39.99,$29.99,$39.99,Yes,673419281553,11.1,10.32,2.99,1.55,24.8,,,,
LEGO®,41335,41335 Mia's Tree House,41335-1,New Sets,Retired New In Box,Boxed Set,LEGO Friends,"351 Pcs., For ages 6-12",ToyHouse,01/01/2018,Retired,Yes,"2018, January, NIB, LEGOFriends",TRUE,$29.99,$22.49,$29.99,Yes,673419280044,11.1,10.32,2.99,1.35,21.6,,,,
LEGO®,30381,30381 Imperial TIE Fighter,30381-1,New Sets,Retired New In Box,Polybag/Paper Bag ,Polybags,"42 Pcs., For ages 6-12",ToyHouse,04/20/2018,Retired,Yes,"2018, April, NIB, Polybags",TRUE,$3.99,$3.03,$3.99,Yes,673419285650,6.69,6.69,0.4,0.09,1.44,,,,
LEGO®,21042,21042 Statue of Liberty,21042-1,New Sets,Retired New In Box,Boxed Set,LEGO Architecture,"1685 Pcs., For ages 16+",ToyHouse,06/01/2018,12/31/2023,Yes,"2018, June, NIB, LEGOArchitecture",TRUE,$119.99,$84.75,$119.99,Yes,673419283328,7.52,13.94,4.65,3.18,50.88,,,,
LEGO®,60205,60205 Tracks,60205-1,New Sets,Retired New In Box,Boxed Set,City Trains,"20 Pcs., For ages 5-12",ToyHouse,07/01/2018,12/31/2023,Yes,"2018, July, NIB, CityTrains",TRUE,$19.99,$14.11,$19.99,Yes,673419294089,10.32,7.52,2.4,0.73,11.68,,,,
LEGO®,60238,60238 Switch Tracks,60238-1,New Sets,Retired New In Box,Boxed Set,City Trains,"8 Pcs., For ages 5-12",ToyHouse,07/01/2018,12/31/2023,Yes,"2018, July, NIB, CityTrains",TRUE,$15.99,$11.67,$15.99,Yes,673419299534,13.94,7.52,2.32,0.66,10.56,,,,
LEGO®,42083,42083 Bugatti Chiron,42083-1,New Sets,Retired New In Box,Boxed Set,Technic,"3599 Pcs., For ages 16+",ToyHouse,08/01/2018,12/31/2021,Yes,"2018, August, NIB, Technic",TRUE,$349.99,$288.40,$349.99,Yes,673419283885,22.44,14.76,5.91,13.05,208.8,,,,
LEGO®,60197,60197 Passenger Train,60197-1,New Sets,Retired New In Box,Boxed Set,City Trains,"677 Pcs., For ages 6-12",ToyHouse,08/01/2018,7/31/2022,Yes,"2018, August, NIB, CityTrains",TRUE,$159.99,$124.30,$159.99,Yes,673419281423,22.91,14.88,3.43,4.54,72.64,,,,
LEGO®,75955,75955 Hogwarts Express,75955-1,New Sets,Retired New In Box,Boxed Set,Harry Potter,"801 Pcs., For ages 8-14",ToyHouse,08/01/2018,12/31/2022,Yes,"2018, August, NIB, HarryPotter",TRUE,$79.99,$65.91,$79.99,Yes,673419281980,21.26,11.1,3.09,3.02,48.32,,,,
LEGO®,10872,18872 Train Bridge and Tracks,10872-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"26 Pcs., For ages 2-5",ToyHouse,08/01/2018,7/31/2024,Yes,"2018, August, NIB, DUPLOTown",TRUE,$24.99,$19.41,$24.99,Yes,673419284004,15.04,10.32,4.65,1.97,31.52,,,,
LEGO®,10874,10874 Steam Train,10874-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"59 Pcs., For ages 2-5",ToyHouse,08/01/2018,7/31/2024,Yes,"2018, August, NIB, DUPLOTown",TRUE,$64.99,$46.61,$64.99,Yes,673419284028,18.9,14.88,3.7,3.32,53.12,,,,
LEGO®,10882,10882 Train Tracks,10882-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"23 Pcs., For ages 2-5",ToyHouse,08/01/2018,12/31/2024,Yes,"2018, August, NIB, DUPLOTown",TRUE,$19.99,$15.53,$19.99,Yes,673419284042,11.1,10.32,3.76,1.46,23.36,,,,
LEGO®,10873,10873 Minnie's Birthday Party,10873-1,New Sets,Retired New In Box,Boxed Set,DUPLO Disney,"21 Pcs., For ages 2-5",ToyHouse,08/01/2018,Retired,Yes,"2018, August, NIB, DUPLODisney",TRUE,$19.99,$16.47,$19.99,Yes,673419284011,10.32,7.52,2.84,0.8,12.8,,,,
LEGO®,10875,10875 Cargo Train,10875-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"105 Pcs., For ages 2-5",ToyHouse,08/01/2018,Retired,Yes,"2018, August, NIB, DUPLOTown",TRUE,$119.99,$93.22,$119.99,Yes,673419284035,22.91,18.9,4.88,5.98,95.68,,,,
LEGO®,42082,42082 Rough Terrain Crane,42082-1,New Sets,Retired New In Box,Boxed Set,Technic,"4057 Pcs., For ages 11+",ToyHouse,08/01/2018,Retired,Yes,"2018, August, NIB, Technic",TRUE,$299.99,$211.88,$299.99,Yes,673419283878,22.91,18.9,6.69,13.45,215.2,,,,
LEGO®,60198,60198 Cargo Train,60198-1,New Sets,Retired New In Box,Boxed Set,City Trains,"1226 Pcs., For ages 6-12",ToyHouse,08/01/2018,Retired,Yes,"2018, August, NIB, CityTrains",TRUE,$229.99,$162.44,$229.99,Yes,673419281430,22.91,14.88,4.65,6.02,96.32,,,,
LEGO®,75953,75953 Hogwarts Whomping Willow,75953-1,New Sets,Retired New In Box,Boxed Set,Harry Potter,"753 Pcs., For ages 8-14",ToyHouse,08/01/2018,Retired,Yes,"2018, August, NIB, HarryPotter",TRUE,$69.99,$57.67,$69.99,Yes,673419281966,18.9,11.1,2.91,2.43,38.88,,,,
LEGO®,75954,75954 Hogwarts Great Hall,75954-1,New Sets,Retired New In Box,Boxed Set,Harry Potter,"878 Pcs., For ages 9-14",ToyHouse,08/01/2018,Retired,Yes,"2018, August, NIB, HarryPotter",TRUE,$99.99,$82.39,$99.99,Yes,673419281973,18.9,14.88,2.78,3.65,58.4,,,,
LEGO®,21145,21145 The Skull Arena,21145-1,New Sets,Retired New In Box,Boxed Set,Minecraft,"198 Pcs., For ages 7-14",ToyHouse,08/01/2018,Retired,Yes,"2018, August, NIB, Minecraft",TRUE,$19.99,$14.99,$19.99,Yes,673419281577,10.32,7.52,2.84,0.93,14.88,,,,
LEGO®,75214,75214 Anakin's Jedi Starfighter,75214-1,New Sets,Retired New In Box,Boxed Set,Star Wars,"247 Pcs., For ages 7-12",ToyHouse,08/01/2018,Retired,Yes,"2018, August, NIB, StarWars",TRUE,$19.99,$14.99,$19.99,Yes,673419282291,10.32,7.52,2.84,0.93,14.88,,,,
LEGO®,21047,21047 Las Vegas,21047-1,New Sets,Retired New In Box,Boxed Set,LEGO Architecture,"501 Pcs., For ages 12+",ToyHouse,09/01/2018,Retired,Yes,"2018, September, NIB, LEGOArchitecture",TRUE,$39.99,$32.19,$39.99,Yes,673419298551,10.32,7.52,1.81,1.11,17.76,,,,
LEGO®,76115,76115 Spider Mech vs. Venom,76115-1,New Sets,Retired New In Box,Boxed Set,Super Heroes,"604 Pcs., For ages 8+",ToyHouse,12/01/2018,Retired,Yes,"2018, December, NIB, SuperHeroes",TRUE,$49.99,$41.14,$49.99,Yes,673419302913,15.04,10.32,2.78,1.72,27.52,,,,
LEGO®,76113,76113 Spider-Man Bike Rescue,76113-1,New Sets,Retired New In Box,Boxed Set,Super Heroes,"235 Pcs., For ages 6+",ToyHouse,12/01/2018,Retired,Yes,"2018, December, NIB, SuperHeroes",TRUE,$19.99,$14.99,$19.99,Yes,673419302890,10.32,7.52,2.4,0.78,12.48,,,,
LEGO®,76114,76114 Spider-Man's Spider Crawler,76114-1,New Sets,Retired New In Box,Boxed Set,Super Heroes,"418 Pcs., For ages 7+",ToyHouse,12/01/2018,Retired,Yes,"2018, December, NIB, SuperHeroes",TRUE,$39.99,$29.99,$39.99,Yes,673419302906,11.1,10.32,2.32,1.05,16.8,,,,
LEGO®,75973,75973 D. Va & Reinhardt,75973-1,New Sets,Retired New In Box,Boxed Set,LEGO Overwatch,"455 Pcs., For ages 10+",ToyHouse,01/01/2019,1/1/2019,Yes,"2019, January, NIB, LEGOOverwatch",TRUE,$49.99,$29.99,$49.99,Yes,673419302739,11.1,10.32,2.32,1.31,20.96,,,,
LEGO®,75974,75974 Bastion,75974-1,New Sets,Retired New In Box,Boxed Set,LEGO Overwatch,"602 Pcs., For ages 10+",ToyHouse,01/01/2019,1/1/2019,Yes,"2019, January, NIB, LEGOOverwatch",TRUE,$49.99,$37.49,$49.99,Yes,673419302746,15.04,10.32,2.22,1.7,27.2,,,,
LEGO®,75975,75975 Watchpoint: Gibraltar,75975-1,New Sets,Retired New In Box,Boxed Set,LEGO Overwatch,"730 Pcs., For ages 9+",ToyHouse,01/01/2019,1/1/2019,Yes,"2019, January, NIB, LEGOOverwatch",TRUE,$89.99,$67.49,$89.99,Yes,673419302753,13.94,14.88,3.7,3,48,,,,
LEGO®,31088,31088 Deep Sea Creatures,31088-1,New Sets,Retired New In Box,Boxed Set,LEGO Creator,"230 Pcs., For ages 7+",ToyHouse,01/01/2019,12/31/2023,Yes,"2019, January, NIB, LEGOCreator",TRUE,$14.99,$11.47,$14.99,Yes,673419302098,10.32,5.55,1.89,0.69,11.04,,,,
LEGO®,42096,42096 Porsche 911 RSR,42096-1,New Sets,Retired New In Box,Boxed Set,Technic,"1580 Pcs., For ages 10+",ToyHouse,01/01/2019,12/31/2022,Yes,"2019, January, NIB, Technic",TRUE,$179.99,$160.33,$179.99,Yes,673419303446,18.9,14.88,3.7,4.96,79.36,,,,
LEGO®,21044,21044 Paris,21044-1,New Sets,Retired New In Box,Boxed Set,LEGO Architecture,"649 Pcs., For ages 12+",ToyHouse,01/01/2019,12/31/2023,Yes,"2019, January, NIB, LEGOArchitecture",TRUE,$49.99,$40.25,$49.99,Yes,673419302470,10.32,7.52,2.84,1.35,21.6,,,,
LEGO®,31089,31089 Sunset Track Racer,31089-1,New Sets,Retired New In Box,Boxed Set,LEGO Creator,"221 Pcs., For ages 7+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, LEGOCreator",TRUE,$19.99,$15.29,$19.99,Yes,673419302104,10.32,7.52,2.4,0.91,14.56,,,,
LEGO®,31090,31090 Underwater Robot,31090-1,New Sets,Retired New In Box,Boxed Set,LEGO Creator,"207 Pcs., For ages 7+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, LEGOCreator",TRUE,$19.99,$15.29,$19.99,Yes,673419302111,10.32,7.52,2.4,0.83,13.28,,,,
LEGO®,42092,42092 Rescue Helicopter,42092-1,New Sets,Retired New In Box,Boxed Set,Technic,"325 Pcs., For ages 8+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, Technic",TRUE,$39.99,$28.24,$39.99,Yes,673419303231,11.1,10.32,2.32,1.05,16.8,,,,
LEGO®,42093,42093 Chevrolet Corvette ZR1,42093-1,New Sets,Retired New In Box,Boxed Set,Technic,"579 Pcs., For ages 9+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, Technic",TRUE,$49.99,$41.19,$49.99,Yes,673419303248,13.94,7.52,3.58,1.73,27.68,,,,
LEGO®,75890,75890 Farrari F40 Competizione,75890-1,New Sets,Retired New In Box,Boxed Set,Speed Champions,"198 Pcs., For ages 7+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, SpeedChampions",TRUE,$14.99,$12.35,$14.99,Yes,673419304504,7.52,5.55,2.4,0.49,7.84,,,,
LEGO®,75891,75891 Chevrolet Camaro ZL 1 Race Car,75891-1,New Sets,Retired New In Box,Boxed Set,Speed Champions,"198 Pcs., For ages 7+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, SpeedChampions",TRUE,$14.99,$12.35,$14.99,Yes,673419304511,7.52,5.55,2.4,0.5,8,,,,
LEGO®,75892,75892 McLaren Senna,75892-1,New Sets,Retired New In Box,Boxed Set,Speed Champions,"219 Pcs., For ages 7+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, SpeedChampions",TRUE,$14.99,$12.35,$14.99,Yes,673419304528,7.52,5.55,2.4,0.54,8.64,,,,
LEGO®,75893,75893 2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,75893-1,New Sets,Retired New In Box,Boxed Set,Speed Champions,"478 Pcs., For ages 7+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, SpeedChampions",TRUE,$29.99,$24.71,$29.99,Yes,673419304535,13.94,7.52,2.32,1.19,19.04,,,,
LEGO®,10886,10886 My First Car Creations ,10886-1,New Sets,Retired New In Box,Boxed Set,DUPLO My First,"34 Pcs., For ages 1.5+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, DUPLOMyFirst",TRUE,$19.99,$14.11,$19.99,Yes,673419301831,11.1,10.32,3.76,1.4,22.4,,,,
LEGO®,10887,10887 Creative Fun,10887-1,New Sets,Retired New In Box,Boxed Set,DUPLO Classic,"120 Pcs., For ages 1.5+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, DUPLOClassic",TRUE,$39.99,$28.24,$39.99,Yes,673419301848,,,,,0,,,,
LEGO®,10900,10900 Police Bike,10900-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"8 Pcs., For ages 2+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, DUPLOTown",TRUE,$9.99,$7.05,$9.99,Yes,673419301893,7.52,5.55,2.4,0.4,6.4,,,,
LEGO®,10901,10901 Fire Truck,10901-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"21 Pcs., For ages 2+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, DUPLOTown",TRUE,$19.99,$14.11,$19.99,Yes,673419301909,8.74,10.32,3.74,1.07,17.12,,,,
LEGO®,10902,10902 Police Station,10902-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"38 Pcs., For ages 2+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, DUPLOTown",TRUE,$29.99,$21.18,$29.99,Yes,673419301916,15.04,10.32,3.7,1.7,27.2,,,,
LEGO®,10903,10903 Fire Station,10903-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"76 Pcs., For ages 2+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, DUPLOTown",TRUE,$49.99,$35.30,$49.99,Yes,673419301923,13.94,14.88,3.7,2.65,42.4,,,,
LEGO®,10908,10908 Plane,10908-1,New Sets,Retired New In Box,Boxed Set,DUPLO Town,"12 Pcs., For ages 2+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, DUPLOTown",TRUE,$9.99,$7.05,$9.99,Yes,673419308762,7.52,5.55,2.78,0.49,7.84,,,,
LEGO®,11001,11001 Bricks and Ideas,11001-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"123 Pcs., For ages 4+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, LEGOClassic",TRUE,$9.99,$7.64,$9.99,Yes,673419302029,6.18,5.55,2.4,0.36,5.76,,,,
LEGO®,11002,11002 Basic Brick Set,11002-1,New Sets,Retired New In Box,Boxed Set,LEGO Classic,"300 Pcs., For ages 4+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, LEGOClassic",TRUE,$19.99,$15.29,$19.99,Yes,673419302036,10.32,7.52,2.84,0.98,15.68,,,,
LEGO®,21043,21043 San Francisco,21043-1,New Sets,Retired New In Box,Boxed Set,LEGO Architecture,"565 Pcs., For ages 12+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, LEGOArchitecture",TRUE,$49.99,$35.30,$49.99,Yes,673419302463,10.32,7.52,2.4,1.32,21.12,,,,
LEGO®,21151,21151 The End Battle,21151-1,New Sets,Retired New In Box,Boxed Set,Minecraft,"222 Pcs., For ages 7+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, Minecraft",TRUE,$19.99,$16.47,$19.99,Yes,673419304450,10.32,7.52,2.4,0.87,13.92,,,,
LEGO®,21152,21152 The Pirate Ship Adventure,21152-1,New Sets,Retired New In Box,Boxed Set,Minecraft,"386 Pcs., For ages 8+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, Minecraft",TRUE,$39.99,$32.95,$39.99,Yes,673419304467,11.1,10.32,3.76,1.66,26.56,,,,
LEGO®,31093,31093 Riverside Houseboat,31093-1,New Sets,Retired New In Box,Boxed Set,LEGO Creator,"396 Pcs., For ages 7+",ToyHouse,01/01/2019,Retired,Yes,"2019, January, NIB, LEGOCreator",TRUE,$39.99,$30.60,$39.99,Yes,673419302135,13.94,7.52,2.76,1.47,23.52,,,,
